Log.Event Dt,Fleet Name,Region Name,# of Customers,Active Days,Duration (hrs),NPT (All),NPT (Customer + Weather),NPT (Customer),NPT (Daylight Ops),NPT (NEX Equipment),NPT (NEX Support/Logistics/Other),NPT (Weather),Pumping Hours,Performance,Stages Completed,Time Available (hrs),Total Efficiency,Transition Time (hrs),Waiting on WL
2024-01-04,Frac 90,West Texas,2,2,12.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.316666667,1.0,0.0,2.316666667,1.0,0.0,0.0
2024-01-05,Frac 08,Northeast,45,45,16.27,1.892777777,0.0,0.0,0.0,1.892777777,0.0,0.0,12.278333334,0.7548026844883963,7.0,16.266944443,6.0,1.676388889,0.0
2024-01-05,Frac 10,West Texas,49,49,18.57,0.306388889,0.0,0.0,0.0,0.306388889,0.0,0.0,11.236388889,0.6054813794416221,8.0,18.557777779,9.0,6.936666668000001,6.660555557
2024-01-05,Frac 21,Central,52,52,21.16,1.6211111100000002,0.505277777,0.505277777,0.0,1.115833333,0.0,0.0,15.513888889,0.7330262105077786,8.0,21.164166665,6.0,3.6125,0.0
2024-01-05,Frac 32,West Texas,81,81,19.009999999999998,0.036944444,0.0,0.0,0.0,0.036944444,0.0,0.0,15.764999999,0.9351612318257069,16.0,16.858055555,16.0,0.77638889,0.0
2024-01-05,Frac 38,Central,58,58,20.77,5.113611109,0.034166666,0.034166666,0.0,5.079444443,0.0,0.0,13.169722222,0.6338114782334758,4.0,20.778611108,11.0,2.251111111,0.0
2024-01-05,Frac 39,Central,27,27,10.99,0.581944445,0.123055556,0.123055556,0.0,0.458888889,0.0,0.0,8.9825,0.8177473194747218,5.0,10.984444444,3.0,1.095833333,0.0
2024-01-05,Frac 40,Central,51,51,20.88,0.956944444,0.0,0.0,0.0,0.181111111,0.0,0.0,17.774166667,0.8520580050279739,9.0,20.860277777,9.0,2.039722222,0.0
2024-01-05,Frac 90,West Texas,15,15,24.09,9.4,9.4,9.4,0.0,0.0,0.0,0.0,9.300000000999999,0.38642659280187,2.0,24.066666669,3.0,5.366666668,3.3
2024-01-06,Frac 08,Northeast,42,42,15.09,0.486666667,0.0,0.0,0.0,0.486666667,0.0,0.0,11.770555556,0.7797795403511865,5.0,15.094722222,6.0,2.4188888889999998,0.0
2024-01-06,Frac 10,West Texas,51,51,20.259999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.991666667,0.59325527695373,7.0,20.213333337,9.0,8.125000002,7.693888891
2024-01-06,Frac 21,Central,42,42,18.63,0.671666667,0.403055556,0.403055556,0.0,0.268611111,0.0,0.0,15.523611112,0.8336441069389189,5.0,18.621388891,7.0,2.236944444,0.0
2024-01-06,Frac 32,West Texas,2,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06,Frac 38,Central,49,49,22.93,1.314444445,0.333611112,0.333611112,0.0,0.980833333,0.0,0.0,17.61,0.7675432224432304,5.0,22.943333332999998,8.0,3.794444444,1.37
2024-01-06,Frac 39,Central,38,38,16.599999999999998,1.250555556,0.843055556,0.843055556,0.0,0.4075,0.0,0.0,13.038611110000002,0.7857609186792616,5.0,16.59361111,5.0,2.003333334,0.0
2024-01-06,Frac 40,Central,48,48,15.99,0.8277777780000001,0.0,0.0,0.0,0.057222222,0.0,0.0,13.124166668,0.8209445371291957,6.0,15.986666668,6.0,1.8749999990000001,0.0
2024-01-06,Frac 90,West Texas,38,38,22.509999999999998,1.866666666,0.0,0.0,0.0,1.866666666,0.0,0.0,19.0275,0.844634335849279,8.0,22.527499999,8.0,1.633333333,0.0
2024-01-07,Frac 08,Northeast,42,42,16.14,0.690833333,0.0,0.0,0.0,0.690833333,0.0,0.0,13.189166666,0.8172992511851278,7.0,16.1375,8.0,1.811666667,0.0
2024-01-07,Frac 10,West Texas,46,46,18.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.406666667,0.6013267143802609,6.0,18.969166668,9.0,7.471944445,7.295833335
2024-01-07,Frac 18,Northeast,1,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-07,Frac 21,Central,37,37,20.580000000000002,4.155833333,1.51,1.51,0.0,2.645833333,0.0,0.0,15.206944443,0.7391181076665148,5.0,20.574444442999997,7.0,1.08,0.0
2024-01-07,Frac 32,West Texas,1,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-07,Frac 38,Central,41,41,19.88,3.093333334,1.722222223,1.722222223,0.0,1.371111111,0.0,0.0,13.191388888999999,0.6634395082592361,4.0,19.883333333,7.0,3.349444444,0.849444444
2024-01-07,Frac 39,Central,36,36,10.33,0.618055555,0.0,0.0,0.0,0.618055555,0.0,0.0,8.328888888,0.8050476574215124,6.0,10.345833332,3.0,1.01,0.0
2024-01-07,Frac 40,Central,46,46,16.23,0.139722222,0.0,0.0,0.0,0.139722222,0.0,0.0,14.02888889,0.8651797033077286,4.0,16.215000001,7.0,1.921111111,0.0
2024-01-07,Frac 90,West Texas,37,37,20.55,2.6833333340000003,0.0,0.0,0.0,1.766666667,0.916666667,0.0,16.433333333,0.80032467524348,7.0,20.533333335000002,8.0,1.416666668,0.0
2024-01-08,Frac 08,Northeast,38,38,11.18,1.6800000000000002,0.0,0.0,0.0,1.053055556,0.626944444,0.0,7.297777778,0.6536949490056861,5.0,11.163888888999999,4.0,2.0,0.0
2024-01-08,Frac 10,West Texas,45,45,21.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.201666668,0.7083813344788817,8.0,21.459722226,8.0,6.184722224000001,6.065555557000001
2024-01-08,Frac 18,Northeast,32,32,12.71,1.398055555,0.0,0.0,0.0,1.398055555,0.0,0.0,7.891944444,0.6494982054618474,2.0,12.150833332,4.0,2.593611111,0.1975
2024-01-08,Frac 21,Central,30,30,9.51,3.281666666,1.083333333,1.083333333,0.0,2.198333333,0.0,0.0,4.4394444449999995,0.4675149919812187,2.0,9.495833334,3.0,1.704722222,0.0
2024-01-08,Frac 32,West Texas,3,3,0.39,0.394166667,0.0,0.0,0.0,0.394166667,0.0,0.0,0.0,0.0,0.0,0.394166667,0.0,0.0,0.0
2024-01-08,Frac 38,Central,31,31,14.360000000000001,1.129444444,0.0,0.0,0.0,1.129444444,0.0,0.0,11.084166667,0.7737938255675372,5.0,14.324444446,6.0,2.0,0.0
2024-01-08,Frac 39,Central,27,27,12.03,0.005277778,0.005277778,0.0,0.0,0.0,0.0,0.005277778,10.066666666,0.8385006941063629,4.0,12.005555554999999,4.0,1.5625,0.0
2024-01-08,Frac 40,Central,49,49,13.709999999999999,0.677777778,0.0,0.0,0.0,0.677777778,0.0,0.0,11.522222222,0.8413963772331965,6.0,13.694166666,7.0,1.356666666,0.0
2024-01-08,Frac 90,West Texas,36,36,22.02,4.383333334,3.716666667,3.716666667,0.0,0.666666667,0.0,0.0,15.983333334,0.7265151514794077,6.0,22.000000002,7.0,1.633333334,0.0
2024-01-09,Frac 08,Northeast,24,24,17.46,12.1225,12.1225,12.1225,0.0,0.0,0.0,0.0,4.5194444439999995,0.25870567655929283,3.0,17.469444444,3.0,0.605,0.0
2024-01-09,Frac 10,West Texas,46,46,16.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0313888890000005,0.43496863991841267,8.0,16.165277778,5.0,8.35,6.890555555000001
2024-01-09,Frac 18,Northeast,35,35,17.62,7.424722222,6.937777778,0.0,0.0,0.486944444,0.0,6.937777778,6.878611113,0.3900852224153277,5.0,17.633611113,6.0,3.014722222,2.014722222
2024-01-09,Frac 21,Central,44,44,14.1,1.516388889,0.0,0.0,0.0,1.516388889,0.0,0.0,8.923611112,0.6330672973037863,3.0,14.095833334,4.0,3.5,0.0
2024-01-09,Frac 32,West Texas,75,75,7.970000000000001,0.045277778000000005,0.0,0.0,0.0,0.045277778000000005,0.0,0.0,7.0486111099999995,0.8798238618222473,13.0,8.011388888,17.0,0.653611111,0.0
2024-01-09,Frac 38,Central,32,32,10.24,3.3672222219999997,0.768888889,0.768888889,0.0,2.598333333,0.0,0.0,5.069444444,0.4951300903062496,6.0,10.238611110999999,2.0,1.6075,0.0
2024-01-09,Frac 39,Central,33,33,17.49,0.299722222,0.0,0.0,0.0,0.299722222,0.0,0.0,15.030555555,0.8593663146748185,5.0,17.490277776,7.0,1.820833333,0.0
2024-01-09,Frac 40,Central,44,44,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.644444445000001,0.8867762799976173,9.0,14.258888888,6.0,1.519722222,0.0
2024-01-09,Frac 90,West Texas,34,34,23.5,4.666666667,0.0,0.0,0.0,4.666666667,0.0,0.0,17.35,0.738821859422369,8.0,23.483333335,7.0,1.466666668,0.0
2024-01-10,Frac 08,Northeast,58,58,21.77,0.9097222220000001,0.238055556,0.238055556,0.0,0.671666666,0.0,0.0,16.979166668,0.7802427847701591,7.0,21.76138889,9.0,3.506944444,0.0
2024-01-10,Frac 10,West Texas,42,42,23.349999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.900833335,0.6385159263038193,7.0,23.336666669,7.0,8.335555556000001,6.836666667
2024-01-10,Frac 18,Northeast,66,66,21.67,2.486944444,1.578055556,1.578055556,0.0,0.9088888879999999,0.0,0.0,15.250833333,0.7030643736144357,10.0,21.691944444,10.0,3.445833333,0.0
2024-01-10,Frac 21,Central,55,55,23.14,1.395,0.0,0.0,0.0,1.395,0.0,0.0,18.841111112,0.8136756238231541,7.0,23.155555556,8.0,2.705833333,0.0
2024-01-10,Frac 32,West Texas,111,111,19.68,0.22722222200000003,0.0,0.0,0.0,0.22722222200000003,0.0,0.0,17.490555555,0.8891619008496779,16.0,19.67083333,24.0,1.658611112,0.0
2024-01-10,Frac 38,Central,43,43,21.37,2.580555557,1.960833334,1.960833334,0.0,0.619722223,0.0,0.0,14.895833334,0.6973160645240982,5.0,21.36166667,6.0,2.983055556,0.0
2024-01-10,Frac 39,Central,42,42,22.18,1.060000001,0.0,0.0,0.0,1.060000001,0.0,0.0,18.117777778,0.8175482576490433,5.0,22.161111113,7.0,2.406111111,0.0
2024-01-10,Frac 40,Central,66,66,23.7,0.242777778,0.0,0.0,0.0,0.242777778,0.0,0.0,20.938055555,0.8839077359635988,8.0,23.688055555,11.0,2.313055555,0.0
2024-01-10,Frac 90,West Texas,44,44,26.37,2.833333333,0.5,0.5,0.0,2.333333333,0.0,0.0,21.499999999,0.8143939394486054,8.0,26.399999997,10.0,2.066666665,0.0
2024-01-11,Frac 08,Northeast,63,63,23.96,0.787777778,0.0,0.0,0.0,0.787777778,0.0,0.0,19.240277778,0.8036128642861273,9.0,23.942222222999998,10.0,3.4380555559999997,0.0
2024-01-11,Frac 10,West Texas,50,50,18.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.525833334,0.6242646726481783,8.0,18.463055558,7.0,6.875555558,6.438055557
2024-01-11,Frac 18,Northeast,62,62,18.47,1.1663888889999998,0.524722222,0.524722222,0.0,0.641666667,0.0,0.0,12.277499999,0.6639676721046988,5.0,18.491111111,8.0,4.574444444,0.706944444
2024-01-11,Frac 21,Central,31,31,13.22,2.917222222,0.776666667,0.776666667,0.0,2.140555555,0.0,0.0,8.178055556,0.6186903711667807,3.0,13.218333333,4.0,2.0,0.0
2024-01-11,Frac 32,West Texas,117,117,21.4,0.3275,0.0,0.0,0.0,0.3275,0.0,0.0,19.538055556,0.9139066822863624,16.0,21.378611114999998,29.0,1.216666668,0.0
2024-01-11,Frac 38,Central,49,49,21.25,2.7375,0.674444444,0.674444444,0.0,2.063055556,0.0,0.0,15.2475,0.7179141761613176,5.0,21.238611113,7.0,3.0,0.0
2024-01-11,Frac 39,Central,35,35,21.54,6.638611112,5.943333334,5.943333334,0.0,0.6952777779999999,0.0,0.0,12.558611112,0.5830743238787589,5.0,21.538611113,4.0,2.0,0.0
2024-01-11,Frac 40,Central,53,53,20.35,0.5786111110000001,0.0,0.0,0.0,0.5786111110000001,0.0,0.0,17.379166666,0.8534422785461727,7.0,20.363611111,8.0,2.284166667,0.0
2024-01-11,Frac 90,West Texas,27,27,23.990000000000002,11.533333338,11.033333337,0.116666667,0.0,0.500000001,0.0,10.91666667,11.383333334,0.4746351632630857,6.0,23.983333336999998,5.0,1.066666665,0.0
2024-01-12,Frac 08,Northeast,70,70,21.75,1.018611111,0.795833333,0.795833333,0.0,0.222777778,0.0,0.0,16.567222223,0.761069851663907,10.0,21.768333336,9.0,3.650833334,0.0
2024-01-12,Frac 10,West Texas,30,30,20.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.183333333,0.3582809165783705,4.0,20.049444446,4.0,12.801388891,12.623611112
2024-01-12,Frac 18,Northeast,78,78,22.79,1.5152777780000002,0.7661111110000001,0.7661111110000001,0.0,0.7491666670000001,0.0,0.0,16.585833333,0.7283272953342848,9.0,22.7725,11.0,4.267222222,0.249444444
2024-01-12,Frac 21,Central,5,5,23.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.234166667,0.8611686390400984,0.0,3.755555556,1.0,0.5,0.0
2024-01-12,Frac 32,West Texas,120,120,21.38,0.7575000000000001,0.0,0.0,0.0,0.7575000000000001,0.0,0.0,18.696388887999998,0.873651691946447,18.0,21.400277777,26.0,1.630277778,0.0
2024-01-12,Frac 38,Central,49,49,23.96,5.056666667,3.564166667,0.504166667,0.0,1.4925,0.0,3.06,15.682499999,0.6541643492443571,6.0,23.973333333,7.0,3.0,0.0
2024-01-12,Frac 39,Central,10,10,2.97,0.439444444,0.439444444,0.439444444,0.0,0.0,0.0,0.0,2.525833333,0.8518032787995361,0.0,2.9652777770000003,2.0,0.0,0.0
2024-01-12,Frac 40,Central,45,45,16.15,0.20861111100000002,0.0,0.0,0.0,0.20861111100000002,0.0,0.0,14.794722223,0.9154205768399419,6.0,16.161666667,7.0,0.989166667,0.0
2024-01-12,Frac 90,West Texas,28,28,15.19,0.8,0.0,0.0,0.0,0.8,0.0,0.0,13.166666666,0.8662280701885675,4.0,15.199999999000001,6.0,1.233333333,0.0
2024-01-13,Frac 08,Northeast,63,63,20.94,0.696944444,0.533055555,0.533055555,0.0,0.163888889,0.0,0.0,16.226944444,0.7742786326613385,10.0,20.9575,10.0,3.423333334,0.0
2024-01-13,Frac 10,West Texas,44,44,16.240000000000002,0.150833334,0.150833334,0.150833334,0.0,0.0,0.0,0.0,11.615555555,0.7149745237883594,7.0,16.246111111,7.0,4.413055556,3.602777778
2024-01-13,Frac 18,Northeast,69,69,21.82,2.64,1.1977777779999998,0.908055556,0.0,1.4422222219999998,0.0,0.289722222,14.179999999,0.649127045738608,9.0,21.844722219,10.0,4.655555555,0.614444444
2024-01-13,Frac 21,Central,31,31,21.16,8.788055555,8.788055555,8.788055555,0.0,0.0,0.0,0.0,10.430833334,0.49284054969346625,4.0,21.164722222,7.0,1.5,0.0
2024-01-13,Frac 32,West Texas,104,104,20.580000000000002,1.419166666,0.0,0.0,0.0,1.419166666,0.0,0.0,17.429444445999998,0.8473349448377071,13.0,20.569722224,23.0,1.3897222230000001,0.0
2024-01-13,Frac 38,Central,54,54,20.28,1.093611111,0.0,0.0,0.0,1.093611111,0.0,0.0,15.67388889,0.7738387481144535,5.0,20.254722225000002,9.0,3.110833334,0.0
2024-01-13,Frac 39,Central,25,25,14.81,2.889166666,2.889166666,2.889166666,0.0,0.0,0.0,0.0,7.963333334,0.5382752211950966,2.0,14.794166665,3.0,3.64,2.636111111
2024-01-13,Frac 40,Central,48,48,18.71,0.758611111,0.0,0.0,0.0,0.758611111,0.0,0.0,15.412222224,0.8254705050729075,5.0,18.670833336,8.0,2.379166667,0.0
2024-01-13,Frac 90,West Texas,38,38,17.5,1.966666666,0.483333333,0.483333333,0.0,1.483333333,0.0,0.0,14.083333333,0.8047619047428571,7.0,17.5,7.0,1.450000001,0.0
2024-01-14,Frac 08,Northeast,40,40,13.469999999999999,2.725,0.065555556,0.065555556,0.0,2.659444444,0.0,0.0,7.041388888,0.5221753011708293,7.0,13.484722223,4.0,2.9100000010000002,0.0
2024-01-14,Frac 10,West Texas,25,25,8.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7275,0.5353065139451695,1.0,8.83138889,4.0,4.059722223,3.643888889
2024-01-14,Frac 18,Northeast,41,41,12.99,0.296388889,0.132222222,0.132222222,0.0,0.164166667,0.0,0.0,10.328333333,0.7934529779575665,4.0,13.016944444,6.0,1.984722222,0.0
2024-01-14,Frac 21,Central,39,39,18.66,4.351111112,0.6316666670000001,0.6316666670000001,0.0,3.7194444449999997,0.0,0.0,12.226666667,0.6550682362300769,4.0,18.664722224000002,5.0,2.0,0.0
2024-01-14,Frac 32,West Texas,87,87,16.92,0.270833334,0.0,0.0,0.0,0.270833334,0.0,0.0,15.465277779000001,0.9148345328110222,15.0,16.905000002,20.0,0.7997222230000001,0.0
2024-01-14,Frac 38,Central,49,49,18.18,1.3358333329999998,0.638333333,0.0,0.0,0.6975,0.0,0.638333333,13.695,0.7524610430565298,7.0,18.200277777,7.0,2.922222222,0.0
2024-01-14,Frac 39,Central,10,10,14.96,8.803333334000001,8.803333334000001,0.089166667,0.0,0.0,0.0,8.714166667,5.774722221999999,0.3860610224366744,1.0,14.958055557000002,2.0,0.169166667,0.0
2024-01-14,Frac 40,Central,42,42,12.93,0.240555556,0.240555556,0.240555556,0.0,0.0,0.0,0.0,9.984166666,0.772402974184244,6.0,12.92611111,6.0,2.2249999999999996,1.142777778
2024-01-14,Frac 90,West Texas,39,39,23.21,0.633333334,0.0,0.0,0.0,0.633333334,0.0,0.0,20.816666665,0.8953405018744672,6.0,23.249999996,9.0,1.799999997,0.0
2024-01-15,Frac 08,Northeast,54,54,17.24,0.947222222,0.0,0.0,0.0,0.35083333299999997,0.596388889,0.0,12.381666668,0.7165546731953074,4.0,17.279444446,7.0,3.317777778,0.0
2024-01-15,Frac 10,West Texas,31,31,15.51,0.056111112,0.055000001,0.055000001,0.0,0.001111111,0.0,0.0,11.596666666,0.7470474553202655,5.0,15.523333335,7.0,3.8422222230000003,3.829166667
2024-01-15,Frac 18,Northeast,42,42,16.76,0.502777778,0.502777778,0.502777778,0.0,0.0,0.0,0.0,14.266944445,0.8518143824077762,6.0,16.748888889,9.0,1.605277778,0.0
2024-01-15,Frac 21,Central,14,14,21.42,14.189166666,14.189166666,0.030555556,0.0,0.0,0.0,14.15861111,6.607777778,0.3085143635486288,1.0,21.418055555000002,3.0,0.5,0.0
2024-01-15,Frac 32,West Texas,71,71,12.25,0.250555556,0.129166667,0.0,0.0,0.121388889,0.0,0.129166667,10.075000002,0.8239623797080505,7.0,12.227500005,16.0,1.51777778,0.0
2024-01-15,Frac 38,Central,20,20,22.91,15.149722226,15.066388893000001,0.0,0.0,0.083333333,0.0,15.066388893000001,6.416666667,0.27997624441911895,3.0,22.918611114,4.0,1.0,0.0
2024-01-15,Frac 39,Central,1,1,24.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
2024-01-15,Frac 40,Central,9,9,18.380000000000003,15.643055556,15.643055556,15.643055556,0.0,0.0,0.0,0.0,2.1875,0.11906381820007815,1.0,18.372500001000002,1.0,0.5,0.0
2024-01-15,Frac 90,West Texas,32,32,17.56,4.9,0.0,0.0,0.0,4.9,0.0,0.0,11.266666666999999,0.6419753086243888,6.0,17.550000001,5.0,1.383333334,0.0
2024-01-16,Frac 08,Northeast,15,15,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.055277778,0.8914960321041249,2.0,5.670555556,3.0,0.488611111,0.0
2024-01-16,Frac 10,West Texas,31,31,14.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.141666668,0.7725793093150545,4.0,14.42138889,7.0,3.258888889,3.072777778
2024-01-16,Frac 18,Northeast,26,26,20.7,11.72111111,11.72111111,0.0,0.0,0.0,0.0,11.72111111,7.394166667,0.35727803508759326,4.0,20.695833331,5.0,1.066388888,0.0
2024-01-16,Frac 32,West Texas,70,70,13.42,0.556111111,0.0,0.0,0.0,0.556111111,0.0,0.0,10.983055556,0.8179016173898318,14.0,13.428333338000002,12.0,1.438055557,0.0
2024-01-16,Frac 39,Central,1,1,24.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
2024-01-16,Frac 40,Central,16,16,18.63,14.785277775,14.28583333,14.28583333,0.0,0.499444445,0.0,0.0,2.9280555560000003,0.1572907962732344,2.0,18.615555553,3.0,0.854722222,0.0
